month,metric,path,value
2023-04,entry_visits,/learn-italian-fast.html,118
2023-05,entry_visits,/learn-italian-fast.html,162
2023-06,entry_visits,/learn-italian-fast.html,139
2023-07,entry_visits,/learn-italian-fast.html,121
2023-08,entry_visits,/learn-italian-fast.html,101
2023-09,entry_visits,/learn-italian-fast.html,105
2023-10,entry_visits,/learn-italian-fast.html,118
2023-11,entry_visits,/learn-italian-fast.html,108
2023-12,entry_visits,/learn-italian-fast.html,104
2024-01,entry_visits,/learn-italian-fast.html,235
2024-02,entry_visits,/learn-italian-fast.html,348
2024-03,entry_visits,/learn-italian-fast.html,140
2024-04,entry_visits,/learn-italian-fast.html,170
2024-05,entry_visits,/learn-italian-fast.html,190
2024-06,entry_visits,/learn-italian-fast.html,115
2024-07,entry_visits,/learn-italian-fast.html,188
2024-08,entry_visits,/learn-italian-fast.html,235
2024-09,entry_visits,/learn-italian-fast.html,234
2024-10,entry_visits,/learn-italian-fast.html,242
2024-11,entry_visits,/learn-italian-fast.html,116
2024-12,entry_visits,/learn-italian-fast.html,116
2025-01,entry_visits,/learn-italian-fast.html,102
2025-02,entry_visits,/learn-italian-fast.html,93
2025-03,entry_visits,/learn-italian-fast.html,126
2025-04,entry_visits,/learn-italian-fast.html,136
2025-05,entry_visits,/learn-italian-fast.html,148
2025-06,entry_visits,/learn-italian-fast.html,149
2025-07,entry_visits,/learn-italian-fast.html,145
2025-08,entry_visits,/learn-italian-fast.html,213
2025-09,entry_visits,/learn-italian-fast.html,225
2025-10,entry_visits,/learn-italian-fast.html,143
2025-11,entry_visits,/learn-italian-fast.html,129
2025-12,entry_visits,/learn-italian-fast.html,450
2026-01,entry_visits,/learn-italian-fast.html,756
2026-02,entry_visits,/learn-italian-fast.html,577
2026-03,entry_visits,/learn-italian-fast.html,621
2026-04,entry_visits,/learn-italian-fast.html,189
2026-05,entry_visits,/learn-italian-fast.html,331
2026-06,entry_visits,/learn-italian-fast.html,268
2026-07,entry_visits,/learn-italian-fast.html,218
2026-08,entry_visits,/learn-italian-fast.html,126
2026-09,entry_visits,/learn-italian-fast.html,92
2020-09,entry_visits,/main-page.html,163
2020-10,entry_visits,/main-page.html,172
2020-11,entry_visits,/main-page.html,128
2020-12,entry_visits,/main-page.html,122
2021-01,entry_visits,/main-page.html,215
2021-02,entry_visits,/main-page.html,198
2021-03,entry_visits,/main-page.html,247
2021-04,entry_visits,/main-page.html,169
2021-05,entry_visits,/main-page.html,140
2021-06,entry_visits,/main-page.html,146
2021-07,entry_visits,/main-page.html,117
2021-08,entry_visits,/main-page.html,128
2021-09,entry_visits,/main-page.html,207
2021-10,entry_visits,/main-page.html,238
2021-11,entry_visits,/main-page.html,269
2021-12,entry_visits,/main-page.html,254
2022-01,entry_visits,/main-page.html,214
2022-02,entry_visits,/main-page.html,178
2022-03,entry_visits,/main-page.html,199
2022-04,entry_visits,/main-page.html,179
2022-05,entry_visits,/main-page.html,160
2022-06,entry_visits,/main-page.html,202
2022-07,entry_visits,/main-page.html,197
2022-08,entry_visits,/main-page.html,174
2022-09,entry_visits,/main-page.html,178
2022-10,entry_visits,/main-page.html,157
2022-11,entry_visits,/main-page.html,117
2022-12,entry_visits,/main-page.html,150
2023-01,entry_visits,/main-page.html,178
2023-02,entry_visits,/main-page.html,151
2023-03,entry_visits,/main-page.html,172
2023-04,entry_visits,/main-page.html,178
2023-05,entry_visits,/main-page.html,234
2023-06,entry_visits,/main-page.html,321
2023-07,entry_visits,/main-page.html,252
2023-08,entry_visits,/main-page.html,247
2023-09,entry_visits,/main-page.html,204
2023-10,entry_visits,/main-page.html,127
2023-11,entry_visits,/main-page.html,180
2023-12,entry_visits,/main-page.html,214
2024-01,entry_visits,/main-page.html,382
2024-02,entry_visits,/main-page.html,379
2024-03,entry_visits,/main-page.html,236
2024-04,entry_visits,/main-page.html,184
2024-05,entry_visits,/main-page.html,300
2024-06,entry_visits,/main-page.html,268
2024-07,entry_visits,/main-page.html,439
2024-08,entry_visits,/main-page.html,425
2024-09,entry_visits,/main-page.html,629
2024-10,entry_visits,/main-page.html,310
2024-11,entry_visits,/main-page.html,340
2024-12,entry_visits,/main-page.html,153
2025-01,entry_visits,/main-page.html,203
2025-02,entry_visits,/main-page.html,214
2025-03,entry_visits,/main-page.html,535
2025-04,entry_visits,/main-page.html,931
2025-05,entry_visits,/main-page.html,510
2025-06,entry_visits,/main-page.html,290
2025-07,entry_visits,/main-page.html,152
2025-08,entry_visits,/main-page.html,148
2025-09,entry_visits,/main-page.html,108
2025-10,entry_visits,/main-page.html,106
2025-11,entry_visits,/main-page.html,100
2025-12,entry_visits,/main-page.html,484
2026-01,entry_visits,/main-page.html,746
2026-02,entry_visits,/main-page.html,550
2026-03,entry_visits,/main-page.html,538
2026-04,entry_visits,/main-page.html,130
2026-05,entry_visits,/main-page.html,188
2026-06,entry_visits,/main-page.html,243
2026-07,entry_visits,/main-page.html,214
2026-08,entry_visits,/main-page.html,103
2026-09,entry_visits,/main-page.html,73
2020-09,entry_visits,/spanish-verb-conducir.html,172
2020-10,entry_visits,/spanish-verb-conducir.html,158
2020-11,entry_visits,/spanish-verb-conducir.html,128
2020-12,entry_visits,/spanish-verb-conducir.html,126
2021-01,entry_visits,/spanish-verb-conducir.html,149
2021-02,entry_visits,/spanish-verb-conducir.html,160
2021-03,entry_visits,/spanish-verb-conducir.html,203
2021-04,entry_visits,/spanish-verb-conducir.html,169
2021-05,entry_visits,/spanish-verb-conducir.html,125
2021-06,entry_visits,/spanish-verb-conducir.html,69
2021-07,entry_visits,/spanish-verb-conducir.html,65
2021-08,entry_visits,/spanish-verb-conducir.html,93
2021-09,entry_visits,/spanish-verb-conducir.html,130
2021-10,entry_visits,/spanish-verb-conducir.html,144
2021-11,entry_visits,/spanish-verb-conducir.html,148
2021-12,entry_visits,/spanish-verb-conducir.html,115
2022-01,entry_visits,/spanish-verb-conducir.html,117
2022-02,entry_visits,/spanish-verb-conducir.html,127
2022-03,entry_visits,/spanish-verb-conducir.html,159
2022-04,entry_visits,/spanish-verb-conducir.html,95
2022-05,entry_visits,/spanish-verb-conducir.html,112
2022-06,entry_visits,/spanish-verb-conducir.html,73
2022-07,entry_visits,/spanish-verb-conducir.html,72
2022-08,entry_visits,/spanish-verb-conducir.html,54
2022-09,entry_visits,/spanish-verb-conducir.html,143
2022-10,entry_visits,/spanish-verb-conducir.html,162
2022-11,entry_visits,/spanish-verb-conducir.html,106
2022-12,entry_visits,/spanish-verb-conducir.html,92
2023-01,entry_visits,/spanish-verb-conducir.html,100
2023-02,entry_visits,/spanish-verb-conducir.html,118
2023-03,entry_visits,/spanish-verb-conducir.html,123
2023-04,entry_visits,/spanish-verb-conducir.html,125
2023-05,entry_visits,/spanish-verb-conducir.html,122
2023-06,entry_visits,/spanish-verb-conducir.html,104
2023-07,entry_visits,/spanish-verb-conducir.html,84
2023-08,entry_visits,/spanish-verb-conducir.html,87
2023-09,entry_visits,/spanish-verb-conducir.html,99
2023-10,entry_visits,/spanish-verb-conducir.html,108
2023-11,entry_visits,/spanish-verb-conducir.html,99
2023-12,entry_visits,/spanish-verb-conducir.html,86
2024-01,entry_visits,/spanish-verb-conducir.html,86
2024-02,entry_visits,/spanish-verb-conducir.html,97
2024-03,entry_visits,/spanish-verb-conducir.html,114
2024-04,entry_visits,/spanish-verb-conducir.html,119
2024-05,entry_visits,/spanish-verb-conducir.html,68
2024-06,entry_visits,/spanish-verb-conducir.html,68
2024-07,entry_visits,/spanish-verb-conducir.html,46
2024-08,entry_visits,/spanish-verb-conducir.html,70
2024-09,entry_visits,/spanish-verb-conducir.html,98
2024-10,entry_visits,/spanish-verb-conducir.html,94
2024-11,entry_visits,/spanish-verb-conducir.html,60
2024-12,entry_visits,/spanish-verb-conducir.html,36
2025-01,entry_visits,/spanish-verb-conducir.html,63
2025-02,entry_visits,/spanish-verb-conducir.html,160
2025-03,entry_visits,/spanish-verb-conducir.html,178
2025-04,entry_visits,/spanish-verb-conducir.html,137
2025-05,entry_visits,/spanish-verb-conducir.html,108
2025-06,entry_visits,/spanish-verb-conducir.html,66
2025-07,entry_visits,/spanish-verb-conducir.html,51
2025-08,entry_visits,/spanish-verb-conducir.html,111
2025-09,entry_visits,/spanish-verb-conducir.html,113
2025-10,entry_visits,/spanish-verb-conducir.html,68
2025-12,entry_visits,/spanish-verb-conducir.html,56
2026-01,entry_visits,/spanish-verb-conducir.html,139
2026-02,entry_visits,/spanish-verb-conducir.html,165
2026-03,entry_visits,/spanish-verb-conducir.html,198
2026-04,entry_visits,/spanish-verb-conducir.html,158
2026-05,entry_visits,/spanish-verb-conducir.html,86
2026-06,entry_visits,/spanish-verb-conducir.html,75
2026-08,entry_visits,/spanish-verb-conducir.html,58
2026-09,entry_visits,/spanish-verb-conducir.html,26
2020-09,entry_visits,/spanish-verb-servir.html,49
2020-10,entry_visits,/spanish-verb-servir.html,36
2020-11,entry_visits,/spanish-verb-servir.html,64
2020-12,entry_visits,/spanish-verb-servir.html,74
2021-01,entry_visits,/spanish-verb-servir.html,83
2021-02,entry_visits,/spanish-verb-servir.html,110
2021-03,entry_visits,/spanish-verb-servir.html,132
2021-04,entry_visits,/spanish-verb-servir.html,166
2021-05,entry_visits,/spanish-verb-servir.html,92
2021-06,entry_visits,/spanish-verb-servir.html,38
2021-07,entry_visits,/spanish-verb-servir.html,26
2021-08,entry_visits,/spanish-verb-servir.html,36
2021-09,entry_visits,/spanish-verb-servir.html,100
2021-10,entry_visits,/spanish-verb-servir.html,78
2021-11,entry_visits,/spanish-verb-servir.html,81
2021-12,entry_visits,/spanish-verb-servir.html,74
2022-01,entry_visits,/spanish-verb-servir.html,66
2022-02,entry_visits,/spanish-verb-servir.html,74
2022-03,entry_visits,/spanish-verb-servir.html,79
2022-04,entry_visits,/spanish-verb-servir.html,75
2022-05,entry_visits,/spanish-verb-servir.html,51
2022-06,entry_visits,/spanish-verb-servir.html,35
2022-07,entry_visits,/spanish-verb-servir.html,31
2022-08,entry_visits,/spanish-verb-servir.html,34
2022-09,entry_visits,/spanish-verb-servir.html,63
2022-10,entry_visits,/spanish-verb-servir.html,57
2022-11,entry_visits,/spanish-verb-servir.html,77
2022-12,entry_visits,/spanish-verb-servir.html,61
2023-01,entry_visits,/spanish-verb-servir.html,70
2023-02,entry_visits,/spanish-verb-servir.html,75
2023-03,entry_visits,/spanish-verb-servir.html,85
2023-04,entry_visits,/spanish-verb-servir.html,61
2023-05,entry_visits,/spanish-verb-servir.html,60
2023-06,entry_visits,/spanish-verb-servir.html,45
2023-07,entry_visits,/spanish-verb-servir.html,33
2023-08,entry_visits,/spanish-verb-servir.html,23
2023-09,entry_visits,/spanish-verb-servir.html,41
2023-10,entry_visits,/spanish-verb-servir.html,42
2023-11,entry_visits,/spanish-verb-servir.html,24
2023-12,entry_visits,/spanish-verb-servir.html,33
2024-01,entry_visits,/spanish-verb-servir.html,37
2024-02,entry_visits,/spanish-verb-servir.html,26
2024-03,entry_visits,/spanish-verb-servir.html,26
2024-04,entry_visits,/spanish-verb-servir.html,23
2024-05,entry_visits,/spanish-verb-servir.html,23
2024-06,entry_visits,/spanish-verb-servir.html,22
2024-10,entry_visits,/spanish-verb-servir.html,34
2025-01,entry_visits,/spanish-verb-servir.html,33
2025-02,entry_visits,/spanish-verb-servir.html,49
2025-03,entry_visits,/spanish-verb-servir.html,52
2025-04,entry_visits,/spanish-verb-servir.html,55
2025-05,entry_visits,/spanish-verb-servir.html,58
2025-06,entry_visits,/spanish-verb-servir.html,44
2025-07,entry_visits,/spanish-verb-servir.html,39
2025-08,entry_visits,/spanish-verb-servir.html,53
2025-09,entry_visits,/spanish-verb-servir.html,68
2026-01,entry_visits,/spanish-verb-servir.html,77
2026-02,entry_visits,/spanish-verb-servir.html,134
2026-03,entry_visits,/spanish-verb-servir.html,233
2026-04,entry_visits,/spanish-verb-servir.html,89
2026-05,entry_visits,/spanish-verb-servir.html,85
2026-06,entry_visits,/spanish-verb-servir.html,79
2026-08,entry_visits,/spanish-verb-servir.html,54
2026-09,entry_visits,/spanish-verb-servir.html,42
2020-09,entry_visits,/14Mar-daily-italian-lesson.html,156
2020-10,entry_visits,/14Mar-daily-italian-lesson.html,180
2020-11,entry_visits,/14Mar-daily-italian-lesson.html,135
2020-12,entry_visits,/14Mar-daily-italian-lesson.html,144
2021-01,entry_visits,/14Mar-daily-italian-lesson.html,125
2021-02,entry_visits,/14Mar-daily-italian-lesson.html,178
2021-03,entry_visits,/14Mar-daily-italian-lesson.html,214
2021-04,entry_visits,/14Mar-daily-italian-lesson.html,165
2021-05,entry_visits,/14Mar-daily-italian-lesson.html,141
2021-06,entry_visits,/14Mar-daily-italian-lesson.html,110
2021-07,entry_visits,/14Mar-daily-italian-lesson.html,141
2021-08,entry_visits,/14Mar-daily-italian-lesson.html,128
2021-09,entry_visits,/14Mar-daily-italian-lesson.html,146
2021-10,entry_visits,/14Mar-daily-italian-lesson.html,170
2021-11,entry_visits,/14Mar-daily-italian-lesson.html,150
2021-12,entry_visits,/14Mar-daily-italian-lesson.html,138
2022-01,entry_visits,/14Mar-daily-italian-lesson.html,134
2022-02,entry_visits,/14Mar-daily-italian-lesson.html,105
2022-03,entry_visits,/14Mar-daily-italian-lesson.html,126
2022-04,entry_visits,/14Mar-daily-italian-lesson.html,113
2022-05,entry_visits,/14Mar-daily-italian-lesson.html,206
2022-06,entry_visits,/14Mar-daily-italian-lesson.html,124
2022-07,entry_visits,/14Mar-daily-italian-lesson.html,72
2022-08,entry_visits,/14Mar-daily-italian-lesson.html,83
2022-09,entry_visits,/14Mar-daily-italian-lesson.html,110
2022-10,entry_visits,/14Mar-daily-italian-lesson.html,271
2022-11,entry_visits,/14Mar-daily-italian-lesson.html,225
2022-12,entry_visits,/14Mar-daily-italian-lesson.html,162
2023-01,entry_visits,/14Mar-daily-italian-lesson.html,216
2023-02,entry_visits,/14Mar-daily-italian-lesson.html,249
2023-03,entry_visits,/14Mar-daily-italian-lesson.html,326
2023-04,entry_visits,/14Mar-daily-italian-lesson.html,239
2023-05,entry_visits,/14Mar-daily-italian-lesson.html,245
2023-06,entry_visits,/14Mar-daily-italian-lesson.html,173
2023-07,entry_visits,/14Mar-daily-italian-lesson.html,173
2023-08,entry_visits,/14Mar-daily-italian-lesson.html,170
2023-09,entry_visits,/14Mar-daily-italian-lesson.html,216
2023-10,entry_visits,/14Mar-daily-italian-lesson.html,328
2023-11,entry_visits,/14Mar-daily-italian-lesson.html,247
2023-12,entry_visits,/14Mar-daily-italian-lesson.html,151
2024-01,entry_visits,/14Mar-daily-italian-lesson.html,149
2024-02,entry_visits,/14Mar-daily-italian-lesson.html,162
2024-03,entry_visits,/14Mar-daily-italian-lesson.html,124
2024-04,entry_visits,/14Mar-daily-italian-lesson.html,149
2024-05,entry_visits,/14Mar-daily-italian-lesson.html,132
2024-06,entry_visits,/14Mar-daily-italian-lesson.html,107
2024-07,entry_visits,/14Mar-daily-italian-lesson.html,106
2024-08,entry_visits,/14Mar-daily-italian-lesson.html,130
2024-09,entry_visits,/14Mar-daily-italian-lesson.html,146
2024-10,entry_visits,/14Mar-daily-italian-lesson.html,160
2024-11,entry_visits,/14Mar-daily-italian-lesson.html,140
2024-12,entry_visits,/14Mar-daily-italian-lesson.html,98
2025-01,entry_visits,/14Mar-daily-italian-lesson.html,146
2025-02,entry_visits,/14Mar-daily-italian-lesson.html,164
2025-03,entry_visits,/14Mar-daily-italian-lesson.html,205
2025-04,entry_visits,/14Mar-daily-italian-lesson.html,180
2025-05,entry_visits,/14Mar-daily-italian-lesson.html,169
2025-06,entry_visits,/14Mar-daily-italian-lesson.html,141
2025-07,entry_visits,/14Mar-daily-italian-lesson.html,131
2025-08,entry_visits,/14Mar-daily-italian-lesson.html,116
2025-09,entry_visits,/14Mar-daily-italian-lesson.html,130
2025-10,entry_visits,/14Mar-daily-italian-lesson.html,75
2025-11,entry_visits,/14Mar-daily-italian-lesson.html,60
2025-12,entry_visits,/14Mar-daily-italian-lesson.html,125
2026-01,entry_visits,/14Mar-daily-italian-lesson.html,170
2026-02,entry_visits,/14Mar-daily-italian-lesson.html,233
2026-03,entry_visits,/14Mar-daily-italian-lesson.html,322
2026-04,entry_visits,/14Mar-daily-italian-lesson.html,267
2026-05,entry_visits,/14Mar-daily-italian-lesson.html,314
2026-06,entry_visits,/14Mar-daily-italian-lesson.html,372
2026-07,entry_visits,/14Mar-daily-italian-lesson.html,191
2026-08,entry_visits,/14Mar-daily-italian-lesson.html,117
2026-09,entry_visits,/14Mar-daily-italian-lesson.html,93
2020-09,entry_visits,/french-lesson-dialogues.html,50
2020-10,entry_visits,/french-lesson-dialogues.html,64
2020-11,entry_visits,/french-lesson-dialogues.html,53
2020-12,entry_visits,/french-lesson-dialogues.html,37
2021-01,entry_visits,/french-lesson-dialogues.html,55
2021-02,entry_visits,/french-lesson-dialogues.html,34
2021-03,entry_visits,/french-lesson-dialogues.html,49
2021-04,entry_visits,/french-lesson-dialogues.html,164
2021-05,entry_visits,/french-lesson-dialogues.html,214
2021-06,entry_visits,/french-lesson-dialogues.html,201
2021-07,entry_visits,/french-lesson-dialogues.html,185
2021-08,entry_visits,/french-lesson-dialogues.html,164
2021-09,entry_visits,/french-lesson-dialogues.html,239
2021-10,entry_visits,/french-lesson-dialogues.html,120
2021-11,entry_visits,/french-lesson-dialogues.html,47
2021-12,entry_visits,/french-lesson-dialogues.html,29
2022-01,entry_visits,/french-lesson-dialogues.html,25
2022-02,entry_visits,/french-lesson-dialogues.html,23
2022-03,entry_visits,/french-lesson-dialogues.html,29
2022-04,entry_visits,/french-lesson-dialogues.html,24
2022-05,entry_visits,/french-lesson-dialogues.html,24
2022-06,entry_visits,/french-lesson-dialogues.html,29
2022-07,entry_visits,/french-lesson-dialogues.html,30
2022-08,entry_visits,/french-lesson-dialogues.html,48
2022-09,entry_visits,/french-lesson-dialogues.html,21
2022-12,entry_visits,/french-lesson-dialogues.html,20
2023-01,entry_visits,/french-lesson-dialogues.html,21
2023-04,entry_visits,/french-lesson-dialogues.html,20
2023-07,entry_visits,/french-lesson-dialogues.html,17
2023-11,entry_visits,/french-lesson-dialogues.html,21
2023-12,entry_visits,/french-lesson-dialogues.html,70
2024-03,entry_visits,/french-lesson-dialogues.html,20
2024-04,entry_visits,/french-lesson-dialogues.html,21
2024-06,entry_visits,/french-lesson-dialogues.html,21
2024-07,entry_visits,/french-lesson-dialogues.html,22
2024-08,entry_visits,/french-lesson-dialogues.html,32
2024-10,entry_visits,/french-lesson-dialogues.html,32
2024-12,entry_visits,/french-lesson-dialogues.html,24
2025-04,entry_visits,/french-lesson-dialogues.html,37
2025-05,entry_visits,/french-lesson-dialogues.html,50
2025-11,entry_visits,/french-lesson-dialogues.html,49
2020-09,entry_visits,/spanish-verb-sonar.html,263
2020-10,entry_visits,/spanish-verb-sonar.html,315
2020-11,entry_visits,/spanish-verb-sonar.html,254
2020-12,entry_visits,/spanish-verb-sonar.html,206
2021-01,entry_visits,/spanish-verb-sonar.html,182
2021-02,entry_visits,/spanish-verb-sonar.html,220
2021-03,entry_visits,/spanish-verb-sonar.html,233
2021-04,entry_visits,/spanish-verb-sonar.html,163
2021-05,entry_visits,/spanish-verb-sonar.html,114
2021-06,entry_visits,/spanish-verb-sonar.html,94
2021-07,entry_visits,/spanish-verb-sonar.html,84
2021-08,entry_visits,/spanish-verb-sonar.html,97
2021-09,entry_visits,/spanish-verb-sonar.html,210
2021-10,entry_visits,/spanish-verb-sonar.html,243
2021-11,entry_visits,/spanish-verb-sonar.html,268
2021-12,entry_visits,/spanish-verb-sonar.html,167
2022-01,entry_visits,/spanish-verb-sonar.html,178
2022-02,entry_visits,/spanish-verb-sonar.html,175
2022-03,entry_visits,/spanish-verb-sonar.html,205
2022-04,entry_visits,/spanish-verb-sonar.html,184
2022-05,entry_visits,/spanish-verb-sonar.html,118
2022-06,entry_visits,/spanish-verb-sonar.html,102
2022-07,entry_visits,/spanish-verb-sonar.html,89
2022-08,entry_visits,/spanish-verb-sonar.html,105
2022-09,entry_visits,/spanish-verb-sonar.html,207
2022-10,entry_visits,/spanish-verb-sonar.html,211
2022-11,entry_visits,/spanish-verb-sonar.html,178
2022-12,entry_visits,/spanish-verb-sonar.html,118
2023-01,entry_visits,/spanish-verb-sonar.html,192
2023-02,entry_visits,/spanish-verb-sonar.html,167
2023-03,entry_visits,/spanish-verb-sonar.html,165
2023-04,entry_visits,/spanish-verb-sonar.html,156
2023-05,entry_visits,/spanish-verb-sonar.html,132
2023-06,entry_visits,/spanish-verb-sonar.html,117
2023-07,entry_visits,/spanish-verb-sonar.html,106
2023-08,entry_visits,/spanish-verb-sonar.html,113
2023-09,entry_visits,/spanish-verb-sonar.html,252
2023-10,entry_visits,/spanish-verb-sonar.html,227
2023-11,entry_visits,/spanish-verb-sonar.html,192
2023-12,entry_visits,/spanish-verb-sonar.html,186
2024-01,entry_visits,/spanish-verb-sonar.html,296
2024-02,entry_visits,/spanish-verb-sonar.html,447
2024-03,entry_visits,/spanish-verb-sonar.html,405
2024-04,entry_visits,/spanish-verb-sonar.html,388
2024-05,entry_visits,/spanish-verb-sonar.html,390
2024-06,entry_visits,/spanish-verb-sonar.html,347
2024-07,entry_visits,/spanish-verb-sonar.html,429
2024-08,entry_visits,/spanish-verb-sonar.html,429
2024-09,entry_visits,/spanish-verb-sonar.html,512
2024-10,entry_visits,/spanish-verb-sonar.html,493
2024-11,entry_visits,/spanish-verb-sonar.html,493
2024-12,entry_visits,/spanish-verb-sonar.html,412
2025-01,entry_visits,/spanish-verb-sonar.html,452
2025-02,entry_visits,/spanish-verb-sonar.html,519
2025-03,entry_visits,/spanish-verb-sonar.html,548
2025-04,entry_visits,/spanish-verb-sonar.html,551
2025-05,entry_visits,/spanish-verb-sonar.html,496
2025-06,entry_visits,/spanish-verb-sonar.html,447
2025-07,entry_visits,/spanish-verb-sonar.html,451
2025-08,entry_visits,/spanish-verb-sonar.html,418
2025-09,entry_visits,/spanish-verb-sonar.html,528
2025-10,entry_visits,/spanish-verb-sonar.html,470
2025-11,entry_visits,/spanish-verb-sonar.html,357
2025-12,entry_visits,/spanish-verb-sonar.html,499
2026-01,entry_visits,/spanish-verb-sonar.html,597
2026-02,entry_visits,/spanish-verb-sonar.html,593
2026-03,entry_visits,/spanish-verb-sonar.html,761
2026-04,entry_visits,/spanish-verb-sonar.html,662
2026-05,entry_visits,/spanish-verb-sonar.html,500
2026-06,entry_visits,/spanish-verb-sonar.html,413
2026-07,entry_visits,/spanish-verb-sonar.html,557
2026-08,entry_visits,/spanish-verb-sonar.html,463
2026-09,entry_visits,/spanish-verb-sonar.html,280
2020-09,entry_visits,/15Mar-daily-italian-lesson.html,118
2020-10,entry_visits,/15Mar-daily-italian-lesson.html,166
2020-11,entry_visits,/15Mar-daily-italian-lesson.html,206
2020-12,entry_visits,/15Mar-daily-italian-lesson.html,166
2021-01,entry_visits,/15Mar-daily-italian-lesson.html,117
2021-02,entry_visits,/15Mar-daily-italian-lesson.html,131
2021-03,entry_visits,/15Mar-daily-italian-lesson.html,185
2021-04,entry_visits,/15Mar-daily-italian-lesson.html,161
2021-05,entry_visits,/15Mar-daily-italian-lesson.html,59
2021-06,entry_visits,/15Mar-daily-italian-lesson.html,32
2021-07,entry_visits,/15Mar-daily-italian-lesson.html,44
2021-08,entry_visits,/15Mar-daily-italian-lesson.html,38
2021-09,entry_visits,/15Mar-daily-italian-lesson.html,78
2021-10,entry_visits,/15Mar-daily-italian-lesson.html,118
2021-11,entry_visits,/15Mar-daily-italian-lesson.html,115
2021-12,entry_visits,/15Mar-daily-italian-lesson.html,52
2022-01,entry_visits,/15Mar-daily-italian-lesson.html,23
2022-02,entry_visits,/15Mar-daily-italian-lesson.html,49
2022-03,entry_visits,/15Mar-daily-italian-lesson.html,39
2022-04,entry_visits,/15Mar-daily-italian-lesson.html,33
2022-05,entry_visits,/15Mar-daily-italian-lesson.html,24
2022-06,entry_visits,/15Mar-daily-italian-lesson.html,20
2022-07,entry_visits,/15Mar-daily-italian-lesson.html,15
2022-08,entry_visits,/15Mar-daily-italian-lesson.html,20
2022-09,entry_visits,/15Mar-daily-italian-lesson.html,21
2022-10,entry_visits,/15Mar-daily-italian-lesson.html,36
2022-11,entry_visits,/15Mar-daily-italian-lesson.html,27
2022-12,entry_visits,/15Mar-daily-italian-lesson.html,24
2023-01,entry_visits,/15Mar-daily-italian-lesson.html,20
2023-02,entry_visits,/15Mar-daily-italian-lesson.html,20
2023-03,entry_visits,/15Mar-daily-italian-lesson.html,27
2023-04,entry_visits,/15Mar-daily-italian-lesson.html,23
2023-08,entry_visits,/15Mar-daily-italian-lesson.html,18
2023-10,entry_visits,/15Mar-daily-italian-lesson.html,22
2024-01,entry_visits,/15Mar-daily-italian-lesson.html,19
2024-05,entry_visits,/15Mar-daily-italian-lesson.html,23
2024-07,entry_visits,/15Mar-daily-italian-lesson.html,24
2025-02,entry_visits,/15Mar-daily-italian-lesson.html,34
2025-03,entry_visits,/15Mar-daily-italian-lesson.html,41
2025-06,entry_visits,/15Mar-daily-italian-lesson.html,44
2026-02,entry_visits,/15Mar-daily-italian-lesson.html,63
2026-03,entry_visits,/15Mar-daily-italian-lesson.html,131
2026-04,entry_visits,/15Mar-daily-italian-lesson.html,95
2026-05,entry_visits,/15Mar-daily-italian-lesson.html,88
2026-06,entry_visits,/15Mar-daily-italian-lesson.html,76
2020-09,entry_visits,/french-verb-sentir.html,314
2020-10,entry_visits,/french-verb-sentir.html,328
2020-11,entry_visits,/french-verb-sentir.html,344
2020-12,entry_visits,/french-verb-sentir.html,300
2021-01,entry_visits,/french-verb-sentir.html,281
2021-02,entry_visits,/french-verb-sentir.html,267
2021-03,entry_visits,/french-verb-sentir.html,284
2021-04,entry_visits,/french-verb-sentir.html,160
2021-05,entry_visits,/french-verb-sentir.html,157
2021-06,entry_visits,/french-verb-sentir.html,95
2021-07,entry_visits,/french-verb-sentir.html,85
2021-08,entry_visits,/french-verb-sentir.html,90
2021-09,entry_visits,/french-verb-sentir.html,122
2021-10,entry_visits,/french-verb-sentir.html,83
2021-11,entry_visits,/french-verb-sentir.html,90
2021-12,entry_visits,/french-verb-sentir.html,63
2022-01,entry_visits,/french-verb-sentir.html,72
2022-02,entry_visits,/french-verb-sentir.html,62
2022-03,entry_visits,/french-verb-sentir.html,55
2022-04,entry_visits,/french-verb-sentir.html,65
2022-05,entry_visits,/french-verb-sentir.html,54
2022-06,entry_visits,/french-verb-sentir.html,37
2022-07,entry_visits,/french-verb-sentir.html,38
2022-08,entry_visits,/french-verb-sentir.html,41
2022-09,entry_visits,/french-verb-sentir.html,41
2022-10,entry_visits,/french-verb-sentir.html,49
2022-11,entry_visits,/french-verb-sentir.html,65
2022-12,entry_visits,/french-verb-sentir.html,58
2023-01,entry_visits,/french-verb-sentir.html,65
2023-02,entry_visits,/french-verb-sentir.html,59
2023-03,entry_visits,/french-verb-sentir.html,68
2023-04,entry_visits,/french-verb-sentir.html,64
2023-05,entry_visits,/french-verb-sentir.html,68
2023-06,entry_visits,/french-verb-sentir.html,66
2023-07,entry_visits,/french-verb-sentir.html,61
2023-08,entry_visits,/french-verb-sentir.html,56
2023-09,entry_visits,/french-verb-sentir.html,69
2023-10,entry_visits,/french-verb-sentir.html,69
2023-11,entry_visits,/french-verb-sentir.html,77
2023-12,entry_visits,/french-verb-sentir.html,54
2024-01,entry_visits,/french-verb-sentir.html,81
2024-02,entry_visits,/french-verb-sentir.html,130
2024-03,entry_visits,/french-verb-sentir.html,99
2024-04,entry_visits,/french-verb-sentir.html,83
2024-05,entry_visits,/french-verb-sentir.html,83
2024-06,entry_visits,/french-verb-sentir.html,68
